,AddressID,EmailAddress,AddressLine1,AddressLine2,StateProvinceID,City,PostalCode,SpatialLocation,rowguid,ModifiedDate
10,13,karen16@adventure-works.com,9265 La Paz,,79,Bothell,98011,"b'\xe6\x10\x00\x00\x01\x0c\xc3""\x8c\x08g\xe8G@\xf3\xbc\x16\x9b\x7f\x83^\xc0'",E0BA2F52-C907-4553-A0DB-67FC67D28AE4,2013-12-14 00:00:00.000
11,14,brian2@adventure-works.com,8157 W. Book,,79,Bothell,98011,b'\xe6\x10\x00\x00\x01\x0c!\x9dd\xae\x1f\xe4G@g\xa8\x91\x89\x89\x8a^\xc0',A1C658AE-C553-4A9D-A081-A550D39B64DF,2009-12-04 00:00:00.000
12,15,karl3@adventure-works.com,4912 La Vuelta,,79,Bothell,98011,b'\xe6\x10\x00\x00\x01\x0c!\x9dd\xae\x1f\xe4G@^n\xd1S\xb4\x94^\xc0',F397E64A-A9D8-4E57-9E7C-B10928ACADD6,2013-11-18 00:00:00.000
13,16,jonathan65@adventure-works.com,40 Ellis St.,,79,Bothell,98011,b'\xe6\x10\x00\x00\x01\x0c\xf7nE\xef\xc9\xdcG@g\xa8\x91\x89\x89\x8a^\xc0',0312B65F-CB60-4396-9EC7-A78B2EAC1A1B,2012-11-09 00:00:00.000
14,17,miguel5@adventure-works.com,6696 Anchor Drive,,79,Bothell,98011,b'\xe6\x10\x00\x00\x01\x0c\x03Lu\xe4\x02\xdeG@\xbc&*\n\x03\x90^\xc0',CE9B3B47-9267-4727-BCD2-687C47482C06,2013-11-08 00:00:00.000
15,18,osarumwense0@adventure-works.com,1873 Lion Circle,,79,Bothell,98011,b'\xe6\x10\x00\x00\x01\x0c!\x9dd\xae\x1f\xe4G@_\xf3\x07\xd2G\x84^\xc0',963854F7-E3CB-46A1-A3DB-1B05F71D6473,2013-11-30 00:00:00.000
16,19,julia43@adventure-works.com,3148 Rose Street,,79,Bothell,98011,b'\xe6\x10\x00\x00\x01\x0c\x81:\r_\x9f\xdeG@}\xdb\xb3\xc1D\x96^\xc0',6B7ACB0F-CDBF-44FD-BA14-EB08A56C1582,2014-04-03 00:00:00.000
17,20,carol0@adventure-works.com,6872 Thornwood Dr.,,79,Bothell,98011,b'\xe6\x10\x00\x00\x01\x0c\x03Lu\xe4\x02\xdeG@H;\xaf\x1b\xf9\x88^\xc0',4B1F1ED4-97A4-43FD-BB1E-9E05817718E8,2009-02-05 00:00:00.000
18,21,chad0@adventure-works.com,5747 Shirley Drive,,79,Bothell,98011,b'\xe6\x10\x00\x00\x01\x0c\xeb\x91\x15\xfa\x90\xdbG@\x8eO4-\xef\x81^\xc0',D83299D7-A0F4-4055-9BD5-5908E245D757,2009-02-11 00:00:00.000
19,22,pamela0@adventure-works.com,636 Vine Hill Way,,58,Portland,97205,b'\xe6\x10\x00\x00\x01\x0c\xb5[\x85#\x18\xc3F@\xddzR\xc8\xd3\xa7^\xc0',7F641525-2704-4F73-9D8A-EB062CFBFA3C,2011-05-24 00:00:00.000
20,23,chris0@adventure-works.com,6657 Sand Pointe Lane,,79,Seattle,98104,b'\xe6\x10\x00\x00\x01\x0c\x9f\x07\xfdXb\xddG@\x9fX:.\xe9\x97^\xc0',B991568F-5096-4A92-B25C-1A3E4D2ACC66,2009-01-15 00:00:00.000
21,24,jillian0@adventure-works.com,80 Sunview Terrace,,36,Duluth,55802,b'\xe6\x10\x00\x00\x01\x0c\x04UJ}\xd5fG@Y\xf1\xe1\xd0\xb3\x04W\xc0',BE07D3C8-6E58-4670-9DA9-151AB6D3D620,2011-05-24 00:00:00.000
22,26,shu0@adventure-works.com,5725 Glaze Drive,,9,San Francisco,94109,b'\xe6\x10\x00\x00\x01\x0c\xfe8\x83\xfdZ\xe1B@\xe3\x8a\x86\xb1$\x9a^\xc0',77415959-A4EE-4DA6-86F9-70C097560005,2011-05-24 00:00:00.000
23,27,linda3@adventure-works.com,2487 Riverside Drive,,74,Nevada,84407,b'\xe6\x10\x00\x00\x01\x0cP\xec\xc74L\xa0D@\x0c\x0b\x98\xabW\xfa[\xc0',C1D0F3B0-6B2A-4388-8861-48F44D8270A1,2011-05-24 00:00:00.000
24,29,tsvi0@adventure-works.com,8291 Crossbow Way,,72,Memphis,38103,"b'\xe6\x10\x00\x00\x01\x0cz\xedc,\x1d\x96A@\x1c\x83\x88\xae<\x8aV\xc0'",7CC794AD-1822-412B-AB94-337A89A1D0C9,2011-05-24 00:00:00.000
25,31,josé1@adventure-works.com,9100 Sheppard Avenue North,,57,Ottawa,K4B 1T7,b'\xe6\x10\x00\x00\x01\x0c\xfey\r\xe1\x02\xa8F@q_;\xdet\xd6R\xc0',644DEA26-E6FD-4019-85E6-35364DDAB0CC,2011-05-24 00:00:00.000
26,33,garrett1@adventure-works.com,10203 Acorn Avenue,,1,Calgary,T2P 2G8,b'\xe6\x10\x00\x00\x01\x0c\xb2\xf2\xfc.3\x8eI@\xbaa\xb7\xd3\x81y\\\xc0',237986D3-0F02-4D59-9B2E-6B1A6B5A6185,2011-05-24 00:00:00.000
27,34,ranjit0@adventure-works.com,"94, rue Descartes",,119,Bordeaux,33000,b'\xe6\x10\x00\x00\x01\x0c\x1f\x9a\xac\xd1\xb8bF@`c#\x10\x12Q\xe3\xbf',57F25EED-0F07-43BA-83B4-5A4B398F4BF2,2013-12-21 10:09:29.423
28,35,rachel0@adventure-works.com,Pascalstr 951,,20,Berlin,14111,b'\xe6\x10\x00\x00\x01\x0c\x07\x8d\x02\x11%HJ@\x8a\xd70\x11\x1f\x9c*@',2985CF68-8155-45A3-B086-7B08BD4D46EF,2013-05-23 00:00:00.000
29,36,lynn0@adventure-works.com,34 Waterloo Road,,77,Melbourne,3000,b'\xe6\x10\x00\x00\x01\x0c\x17\xc9\xc9\xd0\x93\xe6B\xc05\xb6<\xbe\xd3\x1eb@',18E590A6-A500-48B5-B092-9E0B59816436,2013-05-23 00:00:00.000
30,37,jae0@adventure-works.com,Downshire Way,,14,Cambridge,BA5 3HX,"b'\xe6\x10\x00\x00\x01\x0c\xfdn\xcf7t\x98I@n,\xa9\x8c\n\xf7\x04\xc0'",7F80F9CE-50F1-404B-8C18-7C95EE35A6EE,2012-05-23 00:00:00.000
31,38,michael9@adventure-works.com,8154 Via Mexico,,35,Detroit,48226,b'\xe6\x10\x00\x00\x01\x0c=ZAC\x830E@\x86\xe5\x92E\x7f\xc9T\xc0',BD54F2AD-157A-4491-9F05-CC1D5A492CF1,2011-05-24 00:00:00.000
32,39,tete0@adventure-works.com,3997 Via De Luna,,30,Cambridge,02139,"b""\xe6\x10\x00\x00\x01\x0ct\x13'\x05\xe7+E@\xe6Jq\xe2\x8a\xcbQ\xc0""",A5A9AC6D-5488-4A15-A932-F6FA651093F7,2012-09-23 00:00:00.000
33,40,christopher0@adventure-works.com,1902 Santa Cruz,,79,Bothell,98011,b'\xe6\x10\x00\x00\x01\x0c\x96\xd1\x9c>J\xe2G@W\xb9G\x9cr\x8e^\xc0',5A0C5C47-18BE-420B-89BA-D39878160D80,2010-02-01 00:00:00.000
34,41,jose17@adventure-works.com,793 Crawford Street,,79,Kenmore,98028,b'\xe6\x10\x00\x00\x01\x0c\xf8\x9d\x8axF\xe8G@\xd1h\x0c-\xc3\x8a^\xc0',58F28FFB-BE74-47F9-AEC0-D5771026ED8F,2014-03-25 00:00:00.000
35,42,cynthia0@adventure-works.com,463 H Stagecoach Rd.,,79,Kenmore,98028,b'\xe6\x10\x00\x00\x01\x0c\x1b\xf0e\x93\xf0\xe0G@-\xcb\x06\xc6\xd9\x86^\xc0',782C540D-3EAD-4D15-B170-E60616CF125B,2009-01-20 00:00:00.000
36,43,danielle0@adventure-works.com,5203 Virginia Lane,,79,Kenmore,98028,b'\xe6\x10\x00\x00\x01\x0c \xd3\xdf\x97\xb7\xdfG@)\x90p\x9d2\x89^\xc0',E210A601-42B9-4313-979D-4BCCA6144343,2010-02-13 00:00:00.000
37,44,david4@adventure-works.com,4095 Cooper Dr.,,79,Kenmore,98028,b'\xe6\x10\x00\x00\x01\x0c\x15\r\xec\x8e)\xe2G@\x14i\x81\xd2\xee\x94^\xc0',E6A218AE-516C-4CD6-A0A9-105FCD46994B,2008-12-27 00:00:00.000
38,45,david1@adventure-works.com,6697 Ridge Park Drive,,79,Kenmore,98028,b'\xe6\x10\x00\x00\x01\x0cB%\xbb\xb2a\xd8G@\x14i\x81\xd2\xee\x94^\xc0',95A73034-BD61-4349-B337-02D647C88CDD,2008-11-25 00:00:00.000
39,46,denise0@adventure-works.com,5669 Ironwood Way,,79,Kenmore,98028,b'\xe6\x10\x00\x00\x01\x0cv\xacM\xf6\xe2\xe8G@\xc9\xf2\xdf\xdbt\x8f^\xc0',8FD29F31-EB25-4EC7-9258-FEF7160119C0,2009-01-29 00:00:00.000
40,47,diane2@adventure-works.com,8192 Seagull Court,,79,Kenmore,98028,b'\xe6\x10\x00\x00\x01\x0c\x04d~\x81\xd4\xe5G@yA\xa8\xbcS\x8c^\xc0',3DE1BDE3-FF37-4992-B50E-E12D5E247132,2009-01-11 00:00:00.000
41,48,doris0@adventure-works.com,5553 Cash Avenue,,79,Kenmore,98028,b'\xe6\x10\x00\x00\x01\x0c\xc03~0\xfe\xd8G@u\x06\x12\x94\xac\x8e^\xc0',1875165E-D9E4-414F-8FCB-6A8720625443,2014-01-31 00:00:00.000
42,49,dylan0@adventure-works.com,7048 Laurel,,79,Kenmore,98028,b'\xe6\x10\x00\x00\x01\x0c\x1b\xf0e\x93\xf0\xe0G@\xc9\xf2\xdf\xdbt\x8f^\xc0',C172E367-E6E6-4200-8865-12902022B891,2009-02-01 00:00:00.000
43,50,alan0@adventure-works.com,25 95th Ave NE,,79,Kenmore,98028,b'\xe6\x10\x00\x00\x01\x0c\tG\xf8\x85\x9b\xe4G@\xbcA\x1db\x7f\x96^\xc0',8AD42881-A81B-4A4D-95C2-6D34A55F3BC9,2009-02-06 00:00:00.000
44,51,alice0@adventure-works.com,3280 Pheasant Circle,,79,Snohomish,98296,b'\xe6\x10\x00\x00\x01\x0c\xe3\x94\xe9\xd5\x01\xe2G@\x14\xb8\xb3\xd8\xfe\x91^\xc0',D40AA5FF-462B-4322-9C67-C7B5F468E6E3,2008-11-30 00:00:00.000
45,52,benjamin0@adventure-works.com,4231 Spar Court,,79,Snohomish,98296,"b'\xe6\x10\x00\x00\x01\x0c\x18,8\xb7+\xe0G@}\x89\xea\xd8\xcd\x80^\xc0'",19801401-913F-45FA-A7D3-8573F35202E7,2009-01-20 00:00:00.000
46,53,fadi0@adventure-works.com,1285 Greenbrier Street,,79,Snohomish,98296,b'\xe6\x10\x00\x00\x01\x0c9\xdbt\xcb\xb2\xf0G@\x03\xca\xcb\xfb%\x83^\xc0',D08E2B94-FFC3-44F6-B926-ECD76F0360F6,2008-12-28 00:00:00.000
47,54,frank3@adventure-works.com,5724 Victory Lane,,79,Snohomish,98296,b'\xe6\x10\x00\x00\x01\x0c9\xdbt\xcb\xb2\xf0G@\x89\n\xad\x1e~\x85^\xc0',AEB2271B-A9E9-454E-B04B-8A3B91014463,2010-01-29 00:00:00.000
48,55,frank1@adventure-works.com,591 Merriewood Drive,,79,Snohomish,98296,b'\xe6\x10\x00\x00\x01\x0c\x10@\xa9ay\xefG@ra\xb0{\xbe\x8b^\xc0',AB314668-EACD-4440-9832-CCCF2B187078,2009-02-16 00:00:00.000
49,56,barry0@adventure-works.com,3114 Notre Dame Ave.,,79,Snohomish,98296,b'\xe6\x10\x00\x00\x01\x0c\x10@\xa9ay\xefG@r\x08(\x93\x1d|^\xc0',E7A29CE5-7EC6-4E64-9480-0C166297B6A5,2013-11-29 00:00:00.000
50,57,brian0@adventure-works.com,7230 Vine Maple Street,,79,Snohomish,98296,b'\xe6\x10\x00\x00\x01\x0c\xa5\r\x8f\x16\x16\xf0G@ra\xb0{\xbe\x8b^\xc0',2C5FE85E-796E-4666-B449-9CFDFA870058,2009-01-22 00:00:00.000
51,58,fred0@adventure-works.com,2601 Cambridge Drive,,79,Snohomish,98296,b'\xe6\x10\x00\x00\x01\x0cC\xcf\xfd1\x84\xe7G@\x8ew\xd2\xb5\xa6\x8f^\xc0',44668102-3C93-4005-BAAB-E14D351D1522,2008-12-05 00:00:00.000
52,59,garrett0@adventure-works.com,2115 Passing,,79,Snohomish,98296,b'\xe6\x10\x00\x00\x01\x0c\xda\xa4\xdd\xf7?\xeeG@wuM*F\x86^\xc0',77923F90-FCCD-40AE-8C51-52A2267A5A61,2008-11-30 00:00:00.000
53,60,bonnie0@adventure-works.com,4852 Chaparral Court,,79,Snohomish,98296,b'\xe6\x10\x00\x00\x01\x0cxfL\x13\xae\xe5G@\xe6\xb3\xa9\xc1=\x7f^\xc0',5457D27A-52B3-4150-87EA-96B42645AB01,2009-12-25 00:00:00.000
54,61,guy1@adventure-works.com,7726 Driftwood Drive,,79,Monroe,98272,b'\xe6\x10\x00\x00\x01\x0c\xc4@\xa3\x86\xac\xe8G@l\x86\xcc\xd65x^\xc0',07373E01-BD99-405A-996A-AB68984423C3,2006-06-23 00:00:00.000
55,62,ivo0@adventure-works.com,3841 Silver Oaks Place,,79,Monroe,98272,b'\xe6\x10\x00\x00\x01\x0c\xc5n#\xcch\xefG@\x94\x9b\xc7\x04\xea\x83^\xc0',851AA003-2D0F-4165-A54B-A13D9B86924A,2008-11-27 00:00:00.000
56,63,james1@adventure-works.com,9652 Los Angeles,,79,Monroe,98272,b'\xe6\x10\x00\x00\x01\x0c\xc4@\xa3\x86\xac\xe8G@DxeT\xc5y^\xc0',E031CC1E-3E82-4338-B590-5FE91242DEFF,2009-01-27 00:00:00.000
57,64,janeth0@adventure-works.com,4566 La Jolla,,79,Monroe,98272,b'\xe6\x10\x00\x00\x01\x0c\x82\x7f#\xce\xdb\xf1G@\xbb\xa9.\x87Z\x82^\xc0',39EFCF68-25CA-4B41-9882-A91F8FC2EC62,2009-01-08 00:00:00.000
58,65,jack0@adventure-works.com,1356 Grove Way,,79,Monroe,98272,b'\xe6\x10\x00\x00\x01\x0c\x81Q\xa3\x88\x1f\xebG@6\x06-AA\x86^\xc0',C9ED93AD-FE56-4A9E-86D0-E53DB70DB0CC,2009-02-14 00:00:00.000
59,66,caleb15@adventure-works.com,4775 Kentucky Dr.,Unit E,79,Monroe,98272,b'\xe6\x10\x00\x00\x01\x0c\x9c<#\xc6\x0f\xe8G@\xe5\xdb6\xe5\xd8n^\xc0',462876DD-B30C-4E9B-A0AD-67A0E14986C6,2014-05-27 00:00:00.000
60,67,james0@adventure-works.com,4734 Sycamore Court,,79,Monroe,98272,b'\xe6\x10\x00\x00\x01\x0cK{\xa3\r?\xf1G@m\x8d`\x82y\x85^\xc0',F6A0BC36-9C6E-4395-A7D5-8F31AD3775F4,2008-12-20 00:00:00.000
61,68,jay0@adventure-works.com,896 Southdale,,79,Monroe,98272,b'\xe6\x10\x00\x00\x01\x0c\xfa\x16\xa3\x01\x8d\xe2G@\xd6i\xfe\xd1T{^\xc0',BFF6C765-A8EA-4F40-9C87-43C8829EB396,2009-02-26 00:00:00.000
62,69,bryan0@adventure-works.com,2275 Valley Blvd.,,79,Monroe,98272,b'\xe6\x10\x00\x00\x01\x0cYM#\xc8\x82\xeaG@x\xd4c\x0e\xac}^\xc0',192987FC-CA4B-421A-8EA9-52ED8EED3D32,2009-01-14 00:00:00.000
63,70,michael0@adventure-works.com,1792 Belmont Rd.,,79,Monroe,98272,b'\xe6\x10\x00\x00\x01\x0c\xaa\x83\xa3\x8ex\xf2G@l\x86\xcc\xd65x^\xc0',5F659DE9-3A31-41D5-BB92-EA0D34486C83,2008-12-02 00:00:00.000
64,71,jeffrey0@adventure-works.com,5734 Ashford Court,,79,Monroe,98272,b'\xe6\x10\x00\x00\x01\x0c\x070\xa3\x849\xe6G@\x93\x943Y\xa6v^\xc0',5CD0EDD1-7841-49C9-AEBB-69ED1CD2989C,2008-02-13 00:00:00.000
65,72,rob1@adventure-works.com,5030 Blue Ridge Dr.,,79,Monroe,98272,"b'\xe6\x10\x00\x00\x01\x0c#w#M\xa2\xf0G@\xcb""\xfbE""\x83^\xc0'",51711CD3-947C-4666-882F-A50943E12339,2009-02-06 00:00:00.000
66,73,david7@adventure-works.com,158 Walnut Ave,,79,Monroe,98272,b'\xe6\x10\x00\x00\x01\x0cf8\xa3\x05s\xe7G@\xa2\r\x00\x18nw^\xc0',2AD59424-B8FC-4957-82F7-62C11DD89235,2009-02-07 00:00:00.000
67,74,jianshuo0@adventure-works.com,8310 Ridge Circle,,79,Monroe,98272,b'\xe6\x10\x00\x00\x01\x0c>\x90#\xd0N\xf4G@_85\x9f\xbfr^\xc0',82780FDB-8DF5-4334-9994-2D306ECC73E1,2008-11-30 00:00:00.000
68,75,shelley0@adventure-works.com,3747 W. Landing Avenue,,79,Monroe,98272,"b'\xe6\x10\x00\x00\x01\x0c""\x1b#\xc2)\xe3G@\xf20b\xc8\x92\x81^\xc0'",05524AB0-4696-4670-8D2F-580B6A5DF760,2009-02-28 00:00:00.000
69,76,mandar0@adventure-works.com,2598 La Vista Circle,,79,Duvall,98019,"b'\xe6\x10\x00\x00\x01\x0c\xb0\xea=\xb9h\xe3G@,\xe22\xb5\xedh^\xc0'",3661F140-8DE9-4C81-A54E-661E6C61A801,2009-02-03 00:00:00.000
70,77,jo0@adventure-works.com,9693 Mellowood Street,,79,Duvall,98019,b'\xe6\x10\x00\x00\x01\x0c-h\x99\xba\xaf\xe7G@u \xd4YHr^\xc0',C83B3A62-3561-4378-B307-540451AC23BD,2008-02-20 00:00:00.000
71,78,laura0@adventure-works.com,1825 Corte Del Prado,,79,Duvall,98019,b'\xe6\x10\x00\x00\x01\x0c\x1bp\x9eH>\xdaG@\xd1\xd0\xab\xb0\xf1o^\xc0',86F8D7EA-AF62-4A35-8FC6-4278BCA608F1,2008-12-27 00:00:00.000
72,79,eric1@adventure-works.com,5086 Nottingham Place,,79,Duvall,98019,b'\xe6\x10\x00\x00\x01\x0c9\xf1\xe4\xfeh\xd8G@-\x81\x83\x07\x9bm^\xc0',83393058-231C-4D1E-863A-88385D126810,2010-01-17 00:00:00.000
73,80,john2@adventure-works.com,3977 Central Avenue,,79,Duvall,98019,b'\xe6\x10\x00\x00\x01\x0c\x0b\xefW\x92\x13\xdcG@v\xbf$\xac\xf5v^\xc0',30A7AD1E-78F0-4F04-83EE-2CD1C37D59A5,2009-02-02 00:00:00.000
74,81,john4@adventure-works.com,8209 Green View Court,,79,Duvall,98019,b'\xe6\x10\x00\x00\x01\x0c\x8fq\xfc\x90\xcc\xd7G@\xa0\xfc\xeaB\xb5i^\xc0',41AE4C8A-1922-427A-B66F-3779639B0F42,2010-02-20 00:00:00.000
75,82,stefen0@adventure-works.com,8463 Vista Avenue,,79,Duvall,98019,b'\xe6\x10\x00\x00\x01\x0c\xa0i\xf7\x02>\xe5G@b\xae\x9d\xa7\xf9}^\xc0',C2AE1EA5-4F3C-413C-8810-4185EE46BB96,2009-02-21 00:00:00.000
76,83,sameer0@adventure-works.com,5379 Treasure Island Way,# 14,79,Duvall,98019,b'\xe6\x10\x00\x00\x01\x0c-h\x99\xba\xaf\xe7G@\x8e)\x05\xe3\x13z^\xc0',F229A37B-C8D9-4E4A-99BB-4D12715A2F5E,2009-02-04 00:00:00.000
77,84,simon0@adventure-works.com,3421 Bouncing Road,,79,Duvall,98019,b'\xe6\x10\x00\x00\x01\x0c\xa0i\xf7\x02>\xe5G@2y-\x8cj|^\xc0',83B10347-08DC-4E5E-8A94-60DEB34D92A7,2008-12-01 00:00:00.000
78,85,eugene1@adventure-works.com,991 Vista Verde,,79,Duvall,98019,b'\xe6\x10\x00\x00\x01\x0c\xe5\xf1\x13#0\xd7G@\xa5\xf4\x94\xc7\x84x^\xc0',8EAB0498-EB64-4F80-AEDE-CA3735D4C097,2009-02-01 00:00:00.000
79,86,douglas0@adventure-works.com,390 Ridgewood Ct.,,79,Carnation,98014,b'\xe6\x10\x00\x00\x01\x0c\x8bw?\xa1\xaf\xddG@\xed)\xe1gaw^\xc0',DAFBD136-5AC2-4F16-8D82-2BFFFD60B7A7,2008-12-20 00:00:00.000
80,87,don0@adventure-works.com,1411 Ranch Drive,,79,Carnation,98014,b'\xe6\x10\x00\x00\x01\x0c\x86j`\xef>\xdbG@\xd42\x9d\x84\xb8y^\xc0',B7AD6512-9B80-4FDB-8EBB-B9934B211CEA,2009-02-06 00:00:00.000
81,88,jinghao0@adventure-works.com,9666 Northridge Ct.,,79,Carnation,98014,b'\xe6\x10\x00\x00\x01\x0c\xbc\xec|\xa2\xa7\xcfG@7\x0f\xad\x11\\p^\xc0',FD316D3A-10F5-41D7-8CD9-7B1EAA851223,2008-12-01 00:00:00.000
82,89,george0@adventure-works.com,3074 Arbor Drive,,79,Carnation,98014,b'\xe6\x10\x00\x00\x01\x0c\x8aP\xa2\x8b]\xd6G@\x8aM\xd1\xda\xbd\x80^\xc0',BF8E2FBE-1BC0-4643-9764-2903C86438EC,2008-12-14 00:00:00.000
83,90,kim1@adventure-works.com,9752 Jeanne Circle,,79,Carnation,98014,b'\xe6\x10\x00\x00\x01\x0c\x8f]\x81=\xce\xd8G@\xbc;Y\xa1\x0f|^\xc0',5582D57F-9E56-4D15-8633-633206D2A182,2010-01-09 00:00:00.000
84,91,cristian0@adventure-works.com,7166 Brock Lane,,79,Seattle,98104,b'\xe6\x10\x00\x00\x01\x0c\x87&\xb9\xb5\x0f\xcfG@\x9a\x96\x89\xd6\x08\x99^\xc0',219725C5-2537-45DB-879D-CE160729EECE,2008-12-15 00:00:00.000
85,92,jolynn0@adventure-works.com,7126 Ending Ct.,,79,Seattle,98104,b'\xe6\x10\x00\x00\x01\x0c\x9aw\xbc\xe1#\xc7G@b\x82\xbatJ\x8d^\xc0',DEDCAECB-19B4-4441-9BBB-BC758329F406,2007-12-19 00:00:00.000
86,93,ed0@adventure-works.com,4598 Manila Avenue,,79,Seattle,98104,b'\xe6\x10\x00\x00\x01\x0cv\x95~\xbc\xd7\xcdG@x\x9e\x0fd\xbb\x9d^\xc0',058435DF-1143-4921-A47E-FD02E7F05EA7,2010-01-29 00:00:00.000
87,94,merav0@adventure-works.com,5666 Hazelnut Lane,,79,Seattle,98104,b'\xe6\x10\x00\x00\x01\x0cv\x95~\xbc\xd7\xcdG@\x9a\x96\x89\xd6\x08\x99^\xc0',1033EF53-1246-4830-878C-516D4697ED8B,2009-02-24 00:00:00.000
88,95,kirk0@adventure-works.com,1220 Bradford Way,,79,Seattle,98104,b'\xe6\x10\x00\x00\x01\x0c\x01\x9e\xe4\xebO\xc5G@_>\xb2\xfcw\x97^\xc0',EF7470D7-D3CE-4E30-AE81-6E1F7752134E,2008-12-08 00:00:00.000
89,96,pete0@adventure-works.com,5375 Clearland Circle,,79,Seattle,98104,b'\xe6\x10\x00\x00\x01\x0c\xa8H.\xa8\x7f\xd1G@\x83F8\x8a*\x9c^\xc0',EF57EA2B-15FD-4887-90DC-77EC79AE67E9,2009-01-04 00:00:00.000
90,97,john0@adventure-works.com,2639 Anchor Court,,79,Seattle,98104,"b""\xe6\x10\x00\x00\x01\x0c\xda\xfb\xdd\x93'\xd5G@g\xd6\xce\x07\x82\x8c^\xc0""",9C3D0B0D-E3B3-4696-B0EB-A90356CB8ACC,2014-02-07 00:00:00.000
91,98,yuhong0@adventure-works.com,502 Alexander Pl.,,79,Seattle,98104,b'\xe6\x10\x00\x00\x01\x0cR\xb3@\x97\x8b\xd4G@p:\xef\xb5\x1e\x95^\xc0',B3D67582-A180-42AD-BE0D-E8FAC4080354,2009-01-25 00:00:00.000
92,99,bjorn0@adventure-works.com,5802 Ampersand Drive,,79,Seattle,98104,b'\xe6\x10\x00\x00\x01\x0ccD{\x90\xc3\xd5G@x\x9e\x0fd\xbb\x9d^\xc0',137CC1BA-089A-4E2D-91BF-7480802A7E00,2008-12-31 00:00:00.000
93,100,jose0@adventure-works.com,5125 Cotton Ct.,,79,Seattle,98104,b'\xe6\x10\x00\x00\x01\x0c\xeb\x8c\x18\x8d_\xd6G@d\x92\xc6\x8f\xaf\x96^\xc0',AB6BCC20-67D3-4A26-BA02-CDC917C2DEE4,2009-02-03 00:00:00.000
94,101,nicole0@adventure-works.com,3243 Buckingham Dr.,# 207,79,Seattle,98104,b'\xe6\x10\x00\x00\x01\x0c0\x91\xcb\xa4\x1b\xd2G@p:\xef\xb5\x1e\x95^\xc0',0F1F79AB-54A1-4C6C-BEB7-E476E8521599,2009-02-15 00:00:00.000
